sample_num,dna_sample,dna_id,soil_stress,soil_let,soil_type,microbe_type,nickel,drought,tray,growth (8.8.2018),growth (8.15.2018),pds,date.collected,date.dna,pds.8.22.2018,height.8.22.2018,leaf.num.8.22.2018,date.8.22.2018,amt.gem,pds.8.29.2018,height.8.29.2018,leaf.num.8.29.2018,date.8.29.2018,pds.10.22.2018,height.10.22.2018,leaf.num.10.22.2018,date.10.22.2018,pds.9.3.2018,height.9.3.2018,leaf.num.9.3.2018,date.9.3.2018,pds.9.10.2018,height.9.10.2018,leaf.num.9.10.2018,date.9.10.2018,pds.9.24.2018,height.9.24.2018,leaf.num.9.24.2018,date.9.24.2018,pds.9.17.2018,height.9.17.2018,leaf.num.9.17.2018,date.9.17.2018,pds.10.1.2018,height.10.1.2018,leaf.num.10.1.2018,date.10.1.2018,pds.10.8.2018,height.10.8.2018,leaf.num.10.8.2018,date.10.8.2018,pds.10.15.2018,height.10.15.2018,leaf.num.10.15.2018,date.10.15.2018,pds.11.12.2018,height.11.12.2018,leaf.num.11.12.2018,date.11.12.2018,pds.11.19.2018,height.11.19.2018,leaf.num.11.19.2018,date.11.19.2018,pds.11.26.2018,height.11.26.2018,leaf.num.11.26.2018,date.11.26.2018,sample_num_let
315,86D315,86,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,2,9/4/18,4/3/19,1,5,6,8/22/18,2,2,5.5,8,8/29/18,.,.,.,10/22/18,2,7.5,9,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,315D
316,50D316,50,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,2,9/4/18,3/11/19,1,3.5,4,8/22/18,2,2,5,6,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,316D
317,.,.,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,2,9/4/18,.,1,4.5,6,8/22/18,1,2,4.5,7,8/29/18,.,.,.,10/22/18,2,4.5,8,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,317D
318,87D318,87,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,2,9/4/18,4/3/19,1,5.5,6,8/22/18,1,2,7,7,8/29/18,.,.,.,10/22/18,2,7.5,8,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,318D
319,116D319,116,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,2,9/4/18,4/16/19,1,6,7,8/22/18,1,2,7,10,8/29/18,.,.,.,10/22/18,2,7.5,10,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,319D
320,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,2,9/4/18,.,1,6,6,8/22/18,3,2,6,7,8/29/18,.,.,.,10/22/18,2,6.5,9,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,320D
321,.,.,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,2,9/4/18,.,1,4,4,8/22/18,1,2,6,7,8/29/18,.,.,.,10/22/18,2,6.5,8,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,321D
322,145D322,145,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,4,11/17/18,7/27/19,1,6.5,4,8/22/18,3,2,6.5,7,8/29/18,4,19,17,10/22/18,2,7,9,9/3/18,2,8,12,9/10/18,2,8.5,14,9/24/18,2,8.5,14,9/17/18,3,9.5,16,10/1/18,3,11,16,10/8/18,3,15.5,16,10/15/18,4,18.5,14,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,322D
323,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,.,.,.,1,7,6,8/22/18,3,2,6,9,8/29/18,3,16.5,17,10/22/18,2,7.5,9,9/3/18,2,8,11,9/10/18,2,7.5,14,9/24/18,2,7,13,9/17/18,2,7.5,16,10/1/18,3,9.5,17,10/8/18,3,10.5,17,10/15/18,4,21,13,11/12/18,4,20.5,8,11/19/18,.,.,.,11/26/18,
324,61D324,61,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,3,10/21/18,3/20/19,1,4.5,4,8/22/18,3,1,5,5,8/29/18,.,.,.,10/22/18,2,5,7,9/3/18,2,6.5,10,9/10/18,2,7.5,12,9/24/18,2,6.5,12,9/17/18,2,9,14,10/1/18,3,9,12,10/8/18,3,10,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,324D
325,.,.,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,.,.,.,1,5.5,6,8/22/18,1,2,7,7,8/29/18,.,.,.,10/22/18,2,8,9,9/3/18,2,8,12,9/10/18,3,8,15,9/24/18,2,8,13,9/17/18,3,9,16,10/1/18,3,10,16,10/8/18,4,16,15,10/15/18,4,16,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
326,20D326,20,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,3,10/21/18,2/15/19,1,3,4,8/22/18,1,2,4.5,5,8/29/18,.,.,.,10/22/18,2,5,6,9/3/18,2,8,9,9/10/18,2,7.5,12,9/24/18,2,8,10,9/17/18,2,7.5,15,10/1/18,3,8.5,15,10/8/18,3,9,21,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,326D
327,.,.,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,3,10/21/18,.,1,6.5,6,8/22/18,1,2,8.5,8,8/29/18,.,.,.,10/22/18,2,8.5,9,9/3/18,2,9,12,9/10/18,2,8,15,9/24/18,2,7.5,14,9/17/18,2,8.5,16,10/1/18,3,8.5,17,10/8/18,3,13,17,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,327D
328,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,.,.,.,1,6,6,8/22/18,2,2,7,7,8/29/18,3,14,14,10/22/18,2,8,9,9/3/18,2,8,10,9/10/18,2,7.5,13,9/24/18,2,8,11,9/17/18,2,10,14,10/1/18,3,11.5,15,10/8/18,3,12,14,10/15/18,4,14.5,11,11/12/18,4,15,9,11/19/18,.,.,.,11/26/18,
329,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,4,11/17/18,.,1,5,7,8/22/18,3,2,5,8,8/29/18,3,9,21,10/22/18,2,5,9,9/3/18,2,5.5,13,9/10/18,2,6,14,9/24/18,2,6,13,9/17/18,2,6,15,10/1/18,3,6.5,18,10/8/18,3,7,19,10/15/18,4,14.5,17,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,329D
330,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,2,9/11/18,.,1,3.5,4,8/22/18,5,1,5.5,4,8/29/18,.,.,.,10/22/18,2,6,6,9/3/18,2,7,8,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,330D
331,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,.,.,.,1,5,4,8/22/18,3,2,7,6,8/29/18,3,13,17,10/22/18,2,7,7,9/3/18,2,7.5,10,9/10/18,2,7.5,14,9/24/18,2,7.5,11,9/17/18,2,9.5,13,10/1/18,2,10,14,10/8/18,3,11,16,10/15/18,4,18,15,11/12/18,4,18,11,11/19/18,.,.,.,11/26/18,
332,.,.,NS,D,nonserpentine,serpentine,no,no,2,yes,yes,.,.,.,1,6,6,8/22/18,1,2,8,8,8/29/18,4,17,16,10/22/18,2,8,9,9/3/18,2,8,13,9/10/18,3,9,17,9/24/18,2,8.5,14,9/17/18,3,10,17,10/1/18,3,13,17,10/8/18,4,17,15,10/15/18,4,17,8,11/12/18,4,17,13,11/19/18,.,.,.,11/26/18,
333,.,.,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,.,.,.,1,6.5,4,8/22/18,1,2,9,6,8/29/18,.,.,.,10/22/18,2,9.5,6,9/3/18,2,9,12,9/10/18,2,8.5,14,9/24/18,2,8.5,14,9/17/18,2,10,16,10/1/18,3,10.5,15,10/8/18,3,11.5,16,10/15/18,4,20.5,13,11/12/18,4,20,14,11/19/18,.,.,.,11/26/18,
334,142D334,142,NS,D,nonserpentine,serpentine,no,no,2,no,no,1,12/1/18,5/15/19,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5,.,11/26/18,334D
335,38D335,38,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,5,12/15/18,3/4/19,1,5.5,6,8/22/18,1,2,7,7,8/29/18,4,17.5,13,10/22/18,2,7.5,9,9/3/18,2,8.5,11,9/10/18,2,8.5,14,9/24/18,2,8,11,9/17/18,3,9.5,16,10/1/18,3,10.5,15,10/8/18,4,14.5,17,10/15/18,4,17,10,11/12/18,4,17,9,11/19/18,.,.,.,11/26/18,335D
336,19D336,19,NS,D,nonserpentine,serpentine,no,no,2,yes,yes,3,10/21/18,2/15/19,1,6.5,6,8/22/18,2,2,7,7,8/29/18,.,.,.,10/22/18,2,7,9,9/3/18,2,7.5,12,9/10/18,2,7,14,9/24/18,2,6.5,13,9/17/18,3,7.5,13,10/1/18,3,7,17,10/8/18,3,12,17,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,336D
337,.,.,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,5,12/15/18,.,1,3.5,4,8/22/18,1,2,6.5,6,8/29/18,.,.,.,10/22/18,2,8,7,9/3/18,2,9,13,9/10/18,2,9,17,9/24/18,2,8.5,15,9/17/18,3,9.5,17,10/1/18,3,10.5,,10/8/18,4,15.5,19,10/15/18,4,16,17,11/12/18,4,16,6,11/19/18,.,.,.,11/26/18,
338,75D338,75,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,5,12/15/18,3/20/19,1,5.5,5,8/22/18,3,2,6,6,8/29/18,4,14,13,10/22/18,2,7,8,9/3/18,2,6.5,10,9/10/18,2,7,13,9/24/18,2,7,10,9/17/18,2,7,15,10/1/18,3,8.5,14,10/8/18,3,9.5,14,10/15/18,4,14,11,11/12/18,4,14,5,11/19/18,.,.,.,11/26/18,
339,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,3,10/21/18,.,1,5.5,6,8/22/18,3,2,6,7,8/29/18,.,.,.,10/22/18,2,6.5,8,9/3/18,2,6.5,12,9/10/18,2,7,14,9/24/18,2,6.5,12,9/17/18,2,8,15,10/1/18,2,9.5,16,10/8/18,3,9,17,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,339D
340,55D340,55,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,5,12/15/18,3/11/19,1,6,7,8/22/18,2,2,7.5,9,8/29/18,4,15.5,15,10/22/18,2,8,10,9/3/18,2,9,14,9/10/18,2,9.5,17,9/24/18,2,9,15,9/17/18,3,11,17,10/1/18,3,12,19,10/8/18,4,12.5,19,10/15/18,4,15.5,16,11/12/18,4,15.5,6,11/19/18,.,.,.,11/26/18,
341,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,.,.,.,1,5,4,8/22/18,2,2,7.5,7,8/29/18,4,12.5,17,10/22/18,2,7.5,10,9/3/18,2,8.5,11,9/10/18,2,8.5,15,9/24/18,2,8.5,13,9/17/18,2,9,16,10/1/18,3,4.5,17,10/8/18,3,10,14,10/15/18,4,12.5,10,11/12/18,4,13,6,11/19/18,.,.,.,11/26/18,
342,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,.,.,.,1,5,6,8/22/18,6,2,6,8,8/29/18,3,10,16,10/22/18,2,6,8,9/3/18,2,7.5,11,9/10/18,2,7,16,9/24/18,2,7.5,14,9/17/18,2,7,16,10/1/18,2,9.5,18,10/8/18,3,10,17,10/15/18,4,10.5,10,11/12/18,4,8,8,11/19/18,.,.,.,11/26/18,
343,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,.,.,.,1,4,4,8/22/18,4,2,5,5,8/29/18,3,11,13,10/22/18,2,6,6,9/3/18,2,6,6,9/10/18,2,7.5,10,9/24/18,2,6,8,9/17/18,2,9,12,10/1/18,2,9.5,11,10/8/18,2,10,14,10/15/18,4,21,13,11/12/18,4,21,13,11/19/18,.,.,.,11/26/18,
344,77D344,77,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,5,12/15/18,3/20/19,1,5,6,8/22/18,7,2,6,7,8/29/18,2,9.5,10,10/22/18,2,6,7,9/3/18,2,6,9,9/10/18,2,6,11,9/24/18,2,6,11,9/17/18,2,6,10,10/1/18,2,6.5,8,10/8/18,3,7.5,9,10/15/18,3,10,10,11/12/18,4,10.5,10,11/19/18,.,.,.,11/26/18,
345,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,5,12/15/18,.,1,4.5,4,8/22/18,3,2,6,7,8/29/18,3,12.5,16,10/22/18,2,6,8,9/3/18,2,6.5,10,9/10/18,2,7,13,9/24/18,2,6.5,10,9/17/18,2,9,16,10/1/18,2,10.5,16,10/8/18,3,11.5,17,10/15/18,4,20.5,15,11/12/18,4,20.5,13,11/19/18,.,.,.,11/26/18,
346,.,.,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,.,.,.,1,6.5,5,8/22/18,1,2,7.5,7,8/29/18,.,.,.,10/22/18,2,8,7,9/3/18,2,8,9,9/10/18,3,8.5,11,9/24/18,2,8,11,9/17/18,3,10,12,10/1/18,3,11.5,13,10/8/18,4,16,12,10/15/18,4,17,10,11/12/18,4,17,10,11/19/18,.,.,.,11/26/18,
347,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,3,10/21/18,.,1,5,6,8/22/18,3,2,6.5,7,8/29/18,.,.,.,10/22/18,2,6.5,9,9/3/18,2,7,11,9/10/18,2,7,14,9/24/18,2,7,13,9/17/18,3,8,14,10/1/18,3,10,14,10/8/18,3,14,16,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,347D
348,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,5,12/15/18,.,1,7.5,6,8/22/18,3,2,7.5,9,8/29/18,3,10.5,15,10/22/18,2,8,9,9/3/18,2,7.5,12,9/10/18,2,7.5,14,9/24/18,2,7.5,14,9/17/18,2,8,15,10/1/18,3,8.5,16,10/8/18,3,9.5,16,10/15/18,4,21,14,11/12/18,4,21,12,11/19/18,.,.,.,11/26/18,
349,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,2,9/11/18,.,1,6,6,8/22/18,2,2,7,6,8/29/18,.,.,.,10/22/18,2,8,9,9/3/18,2,8,12,9/10/18,,,,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,349D
350,153D350,153,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,4,11/17/18,7/27/19,1,4.5,6,8/22/18,3,2,6,8,8/29/18,4,12,16,10/22/18,2,6.5,9,9/3/18,2,8,13,9/10/18,2,8,16,9/24/18,2,7.5,14,9/17/18,3,8.5,18,10/1/18,3,9,18,10/8/18,3,10.5,17,10/15/18,4,15,13,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,350D
351,.,.,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,5,12/15/18,.,1,7.5,7,8/22/18,1,2,8,8,8/29/18,.,.,.,10/22/18,2,5,9,9/3/18,2,8.5,14,9/10/18,2,9,16,9/24/18,2,8.5,14,9/17/18,3,9,19,10/1/18,3,10,19,10/8/18,3,15,17,10/15/18,4,17.5,13,11/12/18,4,17.5,10,11/19/18,.,.,.,11/26/18,
352,78D352,78,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,5,12/15/18,3/20/19,1,5,5,8/22/18,1,2,6.5,7,8/29/18,4,12.5,18,10/22/18,2,5,9,9/3/18,2,8.5,15,9/10/18,2,8.5,17,9/24/18,2,8.5,16,9/17/18,3,8.5,18,10/1/18,3,9,19,10/8/18,3,10.5,19,10/15/18,4,16.5,17,11/12/18,4,17,9,11/19/18,.,.,.,11/26/18,
353,.,.,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,5,12/15/18,.,1,5.5,4,8/22/18,2,2,7.5,6,8/29/18,.,.,.,10/22/18,2,8,6,9/3/18,2,8.5,10,9/10/18,3,8.5,11,9/24/18,2,8.5,12,9/17/18,3,9.5,12,10/1/18,3,11.5,13,10/8/18,4,13,11,10/15/18,4,12.5,10,11/12/18,4,12.5,5,11/19/18,.,.,.,11/26/18,
354,.,.,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,.,.,.,1,8,7,8/22/18,2,2,8,10,8/29/18,.,.,.,10/22/18,2,7.5,11,9/3/18,2,8,15,9/10/18,2,7.5,16,9/24/18,2,8,17,9/17/18,3,8,18,10/1/18,3,8,20,10/8/18,4,12.5,18,10/15/18,4,13,14,11/12/18,4,13.5,11,11/19/18,.,.,.,11/26/18,
355,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,.,.,.,1,5.5,6,8/22/18,3,2,7,7,8/29/18,4,18,16,10/22/18,2,7.5,5,9/3/18,2,8,12,9/10/18,2,8,15,9/24/18,2,8,15,9/17/18,3,9,14,10/1/18,3,12,18,10/8/18,4,17.5,16,10/15/18,4,18,12,11/12/18,4,17.5,5,11/19/18,.,.,.,11/26/18,
356,.,.,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,3,10/21/18,.,1,7,6,8/22/18,2,2,7.5,9,8/29/18,.,.,.,10/22/18,2,8,11,9/3/18,2,8,13,9/10/18,2,8,15,9/24/18,2,8,13,9/17/18,2,8.5,16,10/1/18,3,10,17,10/8/18,3,10.5,19,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,356D
357,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,.,.,.,1,6.5,6,8/22/18,3,2,7.5,8,8/29/18,4,19.5,15,10/22/18,2,7,10,9/3/18,2,7.5,12,9/10/18,2,7.5,15,9/24/18,2,7,13,9/17/18,3,7.5,14,10/1/18,3,10,13,10/8/18,4,17,14,10/15/18,4,19.5,11,11/12/18,4,19.5,7,11/19/18,.,.,.,11/26/18,
358,155D358,155,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,4,11/17/18,7/27/19,1,5.5,6,8/22/18,1,2,8,7,8/29/18,.,.,.,10/22/18,2,8,9,9/3/18,2,8,11,9/10/18,2,7.5,13,9/24/18,2,8,11,9/17/18,3,9,13,10/1/18,3,10,12,10/8/18,4,14,16,10/15/18,4,15.5,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,358D
359,.,.,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,.,.,.,1,7.5,8,8/22/18,3,2,8,8,8/29/18,3,10.5,13,10/22/18,2,9.5,10,9/3/18,2,10,13,9/10/18,2,9.5,18,9/24/18,2,9,15,9/17/18,2,9,17,10/1/18,2,9.5,20,10/8/18,3,9.5,19,10/15/18,3,12,21,11/12/18,4,12,7,11/19/18,.,.,.,11/26/18,
360,36D360,36,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,4,11/17/18,2/25/19,1,6,4,8/22/18,2,2,5.5,7,8/29/18,3,12,15,10/22/18,2,7,8,9/3/18,2,6.5,9,9/10/18,2,7,13,9/24/18,2,7,12,9/17/18,2,7.5,15,10/1/18,3,10,14,10/8/18,3,12,16,10/15/18,4,16.5,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,360D
361,39D361,39,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,5,12/15/18,3/4/19,1,3,4,8/22/18,3,2,5.5,6,8/29/18,3,10,18,10/22/18,2,7,7,9/3/18,2,7,10,9/10/18,2,7,13,9/24/18,2,7,10,9/17/18,2,8,16,10/1/18,2,9,17,10/8/18,3,10,17,10/15/18,4,10,7,11/12/18,4,7.5,9,11/19/18,.,.,.,11/26/18,
362,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,.,.,.,1,6,5,8/22/18,3,2,7,7,8/29/18,3,12,15,10/22/18,2,8,7,9/3/18,2,8.5,11,9/10/18,2,8.5,13,9/24/18,2,8.5,12,9/17/18,2,8.5,14,10/1/18,2,9.5,17,10/8/18,3,11.5,18,10/15/18,4,18,11,11/12/18,4,18.5,9,11/19/18,.,.,.,11/26/18,
363,73D363,73,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,3,10/21/18,3/20/19,1,5.5,6,8/22/18,1,2,6,8,8/29/18,.,.,.,10/22/18,2,6.5,9,9/3/18,2,6.5,12,9/10/18,2,7,15,9/24/18,2,6,14,9/17/18,3,7.5,19,10/1/18,3,9.5,18,10/8/18,3,10,18,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,363D
364,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,5,12/15/18,.,1,4,6,8/22/18,3,2,4,8,8/29/18,4,14,22,10/22/18,2,4,8,9/3/18,2,6,16,9/10/18,2,6,19,9/24/18,2,5.5,17,9/17/18,2,6.5,19,10/1/18,3,8.5,21,10/8/18,3,8.5,19,10/15/18,4,13.5,15,11/12/18,4,14,15,11/19/18,.,.,.,11/26/18,
365,.,.,NS,D,nonserpentine,serpentine,no,no,2,yes,yes,4,11/17/18,.,1,7,6,8/22/18,2,2,7.5,7,8/29/18,4,22,14,10/22/18,2,7.5,8,9/3/18,2,8,12,9/10/18,2,6.5,14,9/24/18,2,7,12,9/17/18,3,9.5,15,10/1/18,3,13.5,15,10/8/18,4,20,15,10/15/18,4,22,15,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,365D
366,.,.,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,3,10/21/18,.,1,5,4,8/22/18,4,2,7.5,6,8/29/18,.,.,.,10/22/18,2,8.5,8,9/3/18,2,8.5,10,9/10/18,2,9,13,9/24/18,2,8.5,11,9/17/18,2,9.5,13,10/1/18,3,10,14,10/8/18,3,10.5,15,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
367,.,.,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,5,12/15/18,.,1,5.5,6,8/22/18,4,2,7,8,8/29/18,4,14,17,10/22/18,2,8,10,9/3/18,2,8,13,9/10/18,3,9,16,9/24/18,2,8,14,9/17/18,3,9,15,10/1/18,4,12,15,10/8/18,4,13.5,17,10/15/18,4,13.5,10,11/12/18,4,13.5,14,11/19/18,.,.,.,11/26/18,
368,.,.,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,2,9/11/18,.,1,7.5,5,8/22/18,2,2,7.5,7,8/29/18,.,.,.,10/22/18,2,7.5,9,9/3/18,2,8,12,9/10/18,,,,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,368D
369,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,3,10/21/18,.,1,2.5,4,8/22/18,2,2,3,6,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,2,5,12,9/10/18,2,6.5,13,9/24/18,2,6,11,9/17/18,2,6.5,15,10/1/18,2,9,16,10/8/18,3,10,15,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,369D
370,.,.,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,.,.,.,1,5.5,4,8/22/18,2,2,7,9,8/29/18,4,16,16,10/22/18,2,8,10,9/3/18,2,8.5,14,9/10/18,2,8,16,9/24/18,2,8,15,9/17/18,3,10,17,10/1/18,3,10.5,17,10/8/18,4,13,17,10/15/18,4,16,13,11/12/18,4,16,13,11/19/18,.,.,.,11/26/18,
371,.,.,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,4,11/17/18,.,1,7.5,7,8/22/18,1,2,8,9,8/29/18,.,.,.,10/22/18,2,6,12,9/3/18,2,8.5,15,9/10/18,3,9,16,9/24/18,2,8.5,18,9/17/18,3,10.5,14,10/1/18,4,14,17,10/8/18,4,14,16,10/15/18,4,14,14,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,371D
372,.,.,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,4,11/17/18,.,1,3.5,4,8/22/18,4,2,6,6,8/29/18,4,12.5,19,10/22/18,2,7,8,9/3/18,2,7,11,9/10/18,2,8,16,9/24/18,2,7.5,13,9/17/18,3,9,16,10/1/18,3,11,17,10/8/18,3,12,18,10/15/18,4,13.5,8,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,372D
373,156D373,156,NS,D,nonserpentine,serpentine,no,no,2,yes,yes,4,11/17/18,7/27/19,1,6,4,8/22/18,3,2,6,6,8/29/18,2,8.5,14,10/22/18,2,7,7,9/3/18,2,7,9,9/10/18,2,7,11,9/24/18,2,7,10,9/17/18,2,7,12,10/1/18,2,7,13,10/8/18,2,7,15,10/15/18,3,11,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,373D
374,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,4,11/17/18,.,1,4.5,4,8/22/18,5,1,5.5,6,8/29/18,4,16,13,10/22/18,2,5.5,8,9/3/18,2,7,10,9/10/18,2,6.5,11,9/24/18,2,6.5,10,9/17/18,3,8,14,10/1/18,3,10,12,10/8/18,3,13.5,12,10/15/18,4,16,14,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,374D
375,.,.,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,4,11/17/18,.,1,6.5,6,8/22/18,3,2,7.5,8,8/29/18,4,17.5,15,10/22/18,2,7.5,9,9/3/18,2,8,13,9/10/18,2,7.5,14,9/24/18,2,7,13,9/17/18,3,8,16,10/1/18,3,9,16,10/8/18,3,11.5,16,10/15/18,4,18,15,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,375D
376,71D376,71,NS,D,nonserpentine,serpentine,no,no,2,yes,yes,3,10/21/18,3/20/19,1,7.5,6,8/22/18,2,2,8,9,8/29/18,.,.,.,10/22/18,2,8.5,11,9/3/18,2,8.5,11,9/10/18,2,9,18,9/24/18,2,8.5,16,9/17/18,2,9,17,10/1/18,3,8.5,18,10/8/18,3,9,22,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,376D
377,62D377,62,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,3,10/21/18,3/20/19,1,4.5,4,8/22/18,1,2,6.5,6,8/29/18,.,.,.,10/22/18,2,7,7,9/3/18,2,7,11,9/10/18,2,7,12,9/24/18,2,7,12,9/17/18,2,5,15,10/1/18,3,9,15,10/8/18,3,9.5,15,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,377D
